LineUID,SnapshotID,IsRerun,LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DEL-018-02::DL-022,EST_DEL-018-02_2026-02-27_0730,NO,DL-022,ITM-022,Earthworks,PKG-018,DEL-018-02,Utility trench restoration grading (coordination with DEL-018-06),1,LS,4000.00,4000.00,CAD,PARAMETRIC,Parametric allowance; Procedure C-1/C-2; scope dependent on DEL-018-06,LOW,Fine grading and recompaction after utility backfill
DEL-018-02::DL-023,EST_DEL-018-02_2026-02-27_0730,NO,DL-023,ITM-023,Professional Services,PKG-018,DEL-018-02,As-built documentation and closeout records,1,LS,1500.00,1500.00,CAD,PARAMETRIC,Parametric allowance; Specification Documentation section,MED,Grading completion record; compaction reports; landscape record; deficiency log
DEL-018-03::L-001,EST_DEL-018-03_2026-02-27_0834,NO,L-001,ITM-001,Professional Services,PKG-018,DEL-018-03,Project Manager — construction oversight for driving surface,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-018-03,MED,6 hrs x $165/hr
DEL-018-03::L-002,EST_DEL-018-03_2026-02-27_0834,NO,L-002,ITM-002,Professional Services,PKG-018,DEL-018-03,Construction Project Manager — field coordination,8,hr,155.00,1240.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv DEL-018-03,MED,8 hrs x $155/hr
DEL-018-03::L-003,EST_DEL-018-03_2026-02-27_0834,NO,L-003,ITM-003,Professional Services,PKG-018,DEL-018-03,Site Superintendent — field leadership and inspection coordination,10,hr,145.00,1450.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03 + Level_of_Effort.csv DEL-018-03,MED,10 hrs x $145/hr
DEL-018-03::L-004,EST_DEL-018-03_2026-02-27_0834,NO,L-004,ITM-004,Professional Services,PKG-018,DEL-018-03,Cost Estimator — quantity takeoff and estimate support,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-018-03,MED,4 hrs x $135/hr
DEL-018-03::L-005,EST_DEL-018-03_2026-02-27_0834,NO,L-005,ITM-005,Professional Services,PKG-018,DEL-018-03,QA/QC Lead — quality planning and compaction test oversight,6,hr,135.00,810.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-06 + Level_of_Effort.csv DEL-018-03,MED,6 hrs x $135/hr
DEL-018-03::L-006,EST_DEL-018-03_2026-02-27_0834,NO,L-006,ITM-006,Professional Services,PKG-018,DEL-018-03,HSE Manager — safety oversight during earthworks,4,hr,140.00,560.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-05 + Level_of_Effort.csv DEL-018-03,MED,4 hrs x $140/hr
DEL-018-03::L-007,EST_DEL-018-03_2026-02-27_0834,NO,L-007,ITM-007,Earthworks,PKG-018,DEL-018-03,Topsoil stripping of driving surface areas (EXCLUDED — DEL-018-01 scope),2400,m2,0.00,0.00,CAD,PARAMETRIC,Datasheet.md Physical Extent; Earthwork_Civil_Rates.csv EC-04,N/A,"EXCLUDED: topsoil stripping is DEL-018-01 scope, not DEL-018-03"
DEL-018-03::L-008,EST_DEL-018-03_2026-02-27_0834,NO,L-008,ITM-008,Earthworks,PKG-018,DEL-018-03,Subgrade compaction / proof-roll of driving surface areas,2400,m2,4.00,9600.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (RecommendedRate $4.00/m2),MED,Compaction/proof-roll prior to gravel placement; ASM-002 area
DEL-018-03::L-009,EST_DEL-018-03_2026-02-27_0834,NO,L-009,ITM-009,Materials,PKG-018,DEL-018-03,Gravel aggregate supply (EXCLUDED — Owner-supplied per SOW-0203),1,LS,0.00,0.00,CAD,PARAMETRIC,Datasheet.md Surface Material; RFP §3.3.1 SOW-0203,N/A,EXCLUDED: aggregate supplied by County/Landfill
DEL-018-03::L-010,EST_DEL-018-03_2026-02-27_0834,NO,L-010,ITM-010,Surfacing,PKG-018,DEL-018-03,Gravel spreading and placement (labour + equipment),2400,m2,40.00,96000.00,CAD,PARAMETRIC,Paving_Surfacing_Rates.csv PS-01 (RecommendedRate $40/m2),MED,"Gravel driving surface base + place; rate includes spreading equipment and labour; ASM-002 area, ASM-003 depth"
DEL-018-03::L-011,EST_DEL-018-03_2026-02-27_0834,NO,L-011,ITM-011,Surfacing,PKG-018,DEL-018-03,Gravel compaction (labour + equipment),2400,m2,4.00,9600.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (RecommendedRate $4.00/m2),MED,Vibratory roller compaction of placed gravel; ASM-002 area
DEL-018-03::L-012,EST_DEL-018-03_2026-02-27_0834,NO,L-012,ITM-012,Surfacing,PKG-018,DEL-018-03,Final grading and surface dressing,2400,m2,5.00,12000.00,CAD,PARAMETRIC,ASM-005; derived from Construction_Labour_Rates.csv T-07 + T-08 productivity,LOW,Motor grader finish; parametric rate assumed $5/m2 for grader pass + labour; ASM-005
DEL-018-03::L-013,EST_DEL-018-03_2026-02-27_0834,NO,L-013,ITM-013,Testing & Inspection,PKG-018,DEL-018-03,Compaction testing (nuclear densometer or sand cone),1,LS,5000.00,5000.00,CAD,PARAMETRIC,ASM-006; parametric allowance for third-party testing,LOW,Allowance: ~10-15 test locations at ~$350/test; frequency TBD per civil spec
DEL-018-03::L-014,EST_DEL-018-03_2026-02-27_0834,NO,L-014,ITM-014,Testing & Inspection,PKG-018,DEL-018-03,Proof-rolling (loaded-vehicle test — if required),1,LS,3000.00,3000.00,CAD,PARAMETRIC,ASM-007; parametric allowance,LOW,Conditional: subject to civil engineer determination (REQ-018-03-11)
DEL-018-03::L-015,EST_DEL-018-03_2026-02-27_0834,NO,L-015,ITM-015,Survey,PKG-018,DEL-018-03,Construction survey — layout and as-built verification,1,LS,4200.00,4200.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21 (Surveyor $140/hr x 30 hrs); ASM-008,MED,Layout staking + as-built; ~30 hrs parametric estimate
DEL-018-03::L-016,EST_DEL-018-03_2026-02-27_0834,NO,L-016,ITM-016,Administration,PKG-018,DEL-018-03,County inspection coordination and documentation,1,LS,1500.00,1500.00,CAD,PARAMETRIC,ASM-009; derived from Professional_Staff_Rates.csv R-09 ($75/hr x 20 hrs),MED,Document control and inspection admin effort
DEL-018-03::L-017,EST_DEL-018-03_2026-02-27_0834,NO,L-017,ITM-017,Administration,PKG-018,DEL-018-03,Record package compilation and closeout,1,LS,750.00,750.00,CAD,PARAMETRIC,ASM-010; derived from Professional_Staff_Rates.csv R-09 ($75/hr x 10 hrs),MED,Closeout documentation assembly
DEL-018-03::L-018,EST_DEL-018-03_2026-02-27_0834,NO,L-018,ITM-018,Construction Labour,PKG-018,DEL-018-03,Equipment Operator — earthworks equipment operation,40,hr,88.00,3520.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-07 (FullyBurdenedRate $88.00/hr),MED,"Grader, roller, dozer operation for ~2400 m2; ASM-004"
DEL-018-03::L-019,EST_DEL-018-03_2026-02-27_0834,NO,L-019,ITM-019,Construction Labour,PKG-018,DEL-018-03,Labourer — general site labour for gravel placement,60,hr,65.10,3906.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 (FullyBurdenedRate $65.10/hr),MED,Support labour: flagging
DEL-018-04::LN-001,EST_DEL-018-04_2026-02-27_0834,NO,LN-001,ITM-001,SITE.EARTHWORK,PKG-018,DEL-018-04,Cement pad south zone — subgrade compaction,217,m2,4.00,868.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (Compaction/proof roll @ $4.00/m2),MED,Subgrade compaction for cement pad area; approx 217 m2
DEL-018-04::LN-002,EST_DEL-018-04_2026-02-27_0834,NO,LN-002,ITM-002,SITE.CONCRETE,PKG-018,DEL-018-04,Cement pad south zone — concrete slab placement with formwork and reinforcement,217,m2,190.00,41230.00,CAD,PARAMETRIC,Paving_Surfacing_Rates.csv PS-03 (Concrete apron/approach slab @ $190/m2),MED,Includes formwork; reinforcement; concrete supply; placement; mix design TBD
DEL-018-04::LN-003,EST_DEL-018-04_2026-02-27_0834,NO,LN-003,ITM-003,SITE.CONCRETE,PKG-018,DEL-018-04,Cement pad south zone — concrete finishing (broom finish with drainage slope),217,m2,15.00,3255.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-02 (Concrete Finisher fully burdened $77.50/hr; assumed 0.2 hr/m2),MED,Incremental finishing cost above base slab rate; broom finish + control joints
DEL-018-04::LN-004,EST_DEL-018-04_2026-02-27_0834,NO,LN-004,ITM-004,SITE.EARTHWORK,PKG-018,DEL-018-04,Cement pad east side (wash bay) — subgrade compaction,14,m2,4.00,56.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (Compaction/proof roll @ $4.00/m2),LOW,Small pad; area assumed ~14 m2
DEL-018-04::LN-005,EST_DEL-018-04_2026-02-27_0834,NO,LN-005,ITM-005,SITE.CONCRETE,PKG-018,DEL-018-04,Cement pad east side (wash bay) — concrete slab placement with formwork and reinforcement,14,m2,210.00,2940.00,CAD,PARAMETRIC,Paving_Surfacing_Rates.csv PS-03 + small area premium (10% markup for mobilization inefficiency),LOW,Small pour; higher per-unit cost due to mobilization
DEL-018-04::LN-006,EST_DEL-018-04_2026-02-27_0834,NO,LN-006,ITM-006,SITE.CONCRETE,PKG-018,DEL-018-04,Cement pad east side (wash bay) — concrete finishing,14,m2,15.00,210.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-02 (Concrete Finisher; 0.2 hr/m2),LOW,Same finishing approach as south zone
DEL-018-04::LN-007,EST_DEL-018-04_2026-02-27_0834,NO,LN-007,ITM-007,SITE.CONCRETE,PKG-018,DEL-018-04,Crane pad structural uplift — thickened slab and additional reinforcement for 2 x 5-tonne crane bases,1,LS,12500.00,12500.00,CAD,PARAMETRIC,Parametric estimate: additional 150mm slab thickening (~40 m2 x 2 locations) + heavy rebar + anchor bolts; based on PS-03 uplift + Construction_Labour_Rates.csv T-03 (Ironworker),LOW,Crane pad loads TBD; this is a parametric allowance; actual cost depends on crane supplier data and P.Eng. design
DEL-018-04::LN-008,EST_DEL-018-04_2026-02-27_0834,NO,LN-008,ITM-008,SITE.EARTHWORK,PKG-018,DEL-018-04,Gravel pad — subgrade preparation and compaction,725,m2,4.00,2900.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (Compaction/proof roll @ $4.00/m2),MED,Approx 725 m2 (60' x 130')
DEL-018-04::LN-009,EST_DEL-018-04_2026-02-27_0834,NO,LN-009,ITM-009,SITE.GRAVEL,PKG-018,DEL-018-04,Gravel pad — placement and compaction of County-supplied gravel,725,m2,18.00,13050.00,CAD,PARAMETRIC,Parametric: Equipment Operator T-07 ($88.00/hr fully burdened) + Labourer T-08 ($65.10/hr); assumed 0.12 hr/m2 combined; excludes gravel material (County-supplied),MED,Gravel material cost excluded (County/Landfill supplies); contractor provides placement and compaction labour/equipment only
DEL-018-04::LN-010,EST_DEL-018-04_2026-02-27_0834,NO,LN-010,ITM-010,SITE.GRAVEL,PKG-018,DEL-018-04,Gravel delivery acceptance and quality verification,1,LS,1500.00,1500.00,CAD,PARAMETRIC,Parametric: QA/QC Lead R-06 ($135/hr x 4 hr) + Labourer T-08 ($65.10/hr x 8 hr) for incoming inspection,MED,Delivery ticket logging; visual gradation check; lab test coordination if required
DEL-018-04::LN-011,EST_DEL-018-04_2026-02-27_0834,NO,LN-011,ITM-011,SITE.CONCRETE,PKG-018,DEL-018-04,Concrete curing and cold weather protection provisions,1,LS,3500.00,3500.00,CAD,PARAMETRIC,Parametric allowance: curing compound ($2/m2 x 231 m2) + insulated blankets rental + propane heating (2-3 days) — conditional on placement season,LOW,ASSUMPTION: cold weather may apply given Dec 31 2026 deadline; seasonal risk
DEL-018-04::LN-012,EST_DEL-018-04_2026-02-27_0834,NO,LN-012,ITM-012,SITE.QA,PKG-018,DEL-018-04,Concrete testing — cylinder breaks and batch verification,1,LS,2400.00,2400.00,CAD,PARAMETRIC,Parametric: 6 sets cylinders x $400/set (7-day + 28-day breaks); typical Alberta testing lab rates,MED,6 sets assumed for 2-3 pours; actual count depends on pour schedule
DEL-018-04::LN-013,EST_DEL-018-04_2026-02-27_0834,NO,LN-013,ITM-013,SITE.QA,PKG-018,DEL-018-04,Compaction testing — subgrade and gravel pad,1,LS,1800.00,1800.00,CAD,PARAMETRIC,Parametric: nuclear densometer testing at 4-6 locations x $300-450/test; typical Alberta rates,MED,Subgrade + gravel pad compaction verification
DEL-018-04::LN-014,EST_DEL-018-04_2026-02-27_0834,NO,LN-014,ITM-014,SITE.SURVEY,PKG-018,DEL-018-04,As-built survey — all pad areas,1,LS,2800.00,2800.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21 (Surveyor $140/hr x 20 hr),MED,Post-construction survey of all pad areas; includes data processing and drawing preparation
DEL-018-04::LN-015,EST_DEL-018-04_2026-02-27_0834,NO,LN-015,ITM-015,SITE.MGMT,PKG-018,DEL-018-04,Inspection coordination and reporting,1,LS,1200.00,1200.00,CAD,PARAMETRIC,Parametric: R-06 QA/QC Lead ($135/hr x 4 hr) + R-09 Document Controller ($75/hr x 6 hr) for report prep and County coordination,MED,Pre-pour + final inspection coordination; report compilation and distribution
DEL-018-04::LN-016,EST_DEL-018-04_2026-02-27_0834,NO,LN-016,ITM-016,SITE.MGMT,PKG-018,DEL-018-04,Project Manager,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 ($165/hr); Level_of_Effort.csv DEL-018-04 allocation,MED,Design coordination and oversight for pad construction
DEL-018-04::LN-017,EST_DEL-018-04_2026-02-27_0834,NO,LN-017,ITM-017,SITE.MGMT,PKG-018,DEL-018-04,Construction Project Manager,8,hr,155.00,1240.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02 ($155/hr); Level_of_Effort.csv DEL-018-04 allocation,MED,Construction management and site coordination
DEL-018-04::LN-018,EST_DEL-018-04_2026-02-27_0834,NO,LN-018,ITM-018,SITE.MGMT,PKG-018,DEL-018-04,Site Superintendent,10,hr,145.00,1450.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03 ($145/hr); Level_of_Effort.csv DEL-018-04 allocation,MED,Field supervision during pad construction phases
DEL-018-04::LN-019,EST_DEL-018-04_2026-02-27_0834,NO,LN-019,ITM-019,SITE.MGMT,PKG-018,DEL-018-04,Cost Estimator,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 ($135/hr); Level_of_Effort.csv DEL-018-04 allocation,MED,Quantity takeoff and estimate preparation
DEL-018-04::LN-020,EST_DEL-018-04_2026-02-27_0834,NO,LN-020,ITM-020,SITE.QA,PKG-018,DEL-018-04,QA/QC Lead,6,hr,135.00,810.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-06 ($135/hr); Level_of_Effort.csv DEL-018-04 allocation,MED,Quality planning; inspection oversight; deficiency tracking
DEL-018-04::LN-021,EST_DEL-018-04_2026-02-27_0834,NO,LN-021,ITM-021,SITE.HSE,PKG-018,DEL-018-04,HSE Manager,4,hr,140.00,560.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-05 ($140/hr); Level_of_Effort.csv DEL-018-04 allocation,MED,Safety oversight during concrete and earthwork operations
DEL-018-05::DL-001,EST_DEL-018-05_2026-02-27_0855,NO,DL-001,ITM-001,EARTHWORKS,PKG-018,DEL-018-05,Mud sump excavation — excavate pit to design depth,18,m3,20.00,360.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-01 (RecommendedRate=20/m3),MED,Sump dimensions TBD; 18 m3 assumed
DEL-018-05::DL-002,EST_DEL-018-05_2026-02-27_0855,NO,DL-002,ITM-002,EARTHWORKS,PKG-018,DEL-018-05,Granular bedding layer for sump pit base,2,m3,55.00,110.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-02 (RecommendedRate=55/m3),MED,Imported granular fill supply + place
DEL-018-05::DL-003,EST_DEL-018-05_2026-02-27_0855,NO,DL-003,ITM-003,UNDERGROUND,PKG-018,DEL-018-05,Precast concrete mud sump structure — supply and set,1,LS,18500.00,18500.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-04 (septic tank 29000) used as proxy; adjusted for sump sizing and open-top config,LOW,No direct rate; parametric proxy from UU-04 septic tank; sump smaller but custom config
DEL-018-05::DL-004,EST_DEL-018-05_2026-02-27_0855,NO,DL-004,ITM-004,UNDERGROUND,PKG-018,DEL-018-05,Drainage pipe — supply and install from floor drain to mud sump,12,m,160.00,1920.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-02 (sanitary line RecommendedRate=160/m),MED,Pipe material/diameter TBD; UU-02 sanitary line rate used as proxy
DEL-018-05::DL-005,EST_DEL-018-05_2026-02-27_0855,NO,DL-005,ITM-005,EARTHWORKS,PKG-018,DEL-018-05,Drainage pipe trench excavation,8,m3,20.00,160.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-01 (RecommendedRate=20/m3),MED,Trench ~12m x 0.5m x 1.5m avg
DEL-018-05::DL-006,EST_DEL-018-05_2026-02-27_0855,NO,DL-006,ITM-006,EARTHWORKS,PKG-018,DEL-018-05,Drainage pipe trench backfill — granular bedding + native fill + compaction,8,m3,55.00,440.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-02 (RecommendedRate=55/m3),MED,Granular bedding + native backfill; compaction included
DEL-018-05::DL-007,EST_DEL-018-05_2026-02-27_0855,NO,DL-007,ITM-007,PLUMBING,PKG-018,DEL-018-05,Wash bay floor drain — supply and install (1 EA),1,LS,1200.00,1200.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for industrial floor drain supply + install; no direct rate table entry,LOW,Floor drain count TBD; assumed 1 per App B
DEL-018-05::DL-008,EST_DEL-018-05_2026-02-27_0855,NO,DL-008,ITM-008,UNDERGROUND,PKG-018,DEL-018-05,Sump inlet penetration and pipe connection at sump wall,1,LS,850.00,850.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for waterproof penetration and connection; no direct rate table entry,LOW,Waterproof penetration through precast wall
DEL-018-05::DL-009,EST_DEL-018-05_2026-02-27_0855,NO,DL-009,ITM-009,EARTHWORKS,PKG-018,DEL-018-05,Site grading around mud sump — local grading,45,m2,4.00,180.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (compaction/proof roll RecommendedRate=4.0/m2) used as grading proxy,MED,Local grading ~45 m2 around sump
DEL-018-05::DL-010,EST_DEL-018-05_2026-02-27_0855,NO,DL-010,ITM-010,EARTHWORKS,PKG-018,DEL-018-05,Compaction / proof roll — sump vicinity and pipe trench,45,m2,4.00,180.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (RecommendedRate=4.0/m2),MED,Compaction of graded area
DEL-018-05::DL-011,EST_DEL-018-05_2026-02-27_0855,NO,DL-011,ITM-011,VERIFICATION,PKG-018,DEL-018-05,Water flow test — functional verification,1,LS,500.00,500.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for flow test labour + materials; no direct rate table,LOW,Water flow test from floor drain to sump
DEL-018-05::DL-012,EST_DEL-018-05_2026-02-27_0855,NO,DL-012,ITM-012,SURVEY,PKG-018,DEL-018-05,As-built survey — sump and drainage pipe inverts,1,LS,1260.00,1260.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21 Surveyor (140/hr x 9 hrs assumed),MED,Survey scope TBD; estimated 9 hours surveyor time
DEL-018-05::DL-013,EST_DEL-018-05_2026-02-27_0855,NO,DL-013,ITM-013,MANAGEMENT,PKG-018,DEL-018-05,Inspection coordination — Safety Code and building authority,1,LS,750.00,750.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for inspection coordination labour; based on PM rate x ~5 hrs,MED,Inspection requests + County rep coordination
DEL-018-05::DL-014A,EST_DEL-018-05_2026-02-27_0855,NO,DL-014A,ITM-014,MANAGEMENT,PKG-018,DEL-018-05,Project Manager (DEL-018-05 allocation),6,hr,165.00,990.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-01 6h) + Professional_Staff_Rates.csv R-01 (165/hr),MED,Per LOE allocation
DEL-018-05::DL-014B,EST_DEL-018-05_2026-02-27_0855,NO,DL-014B,ITM-014,MANAGEMENT,PKG-018,DEL-018-05,Construction Project Manager (DEL-018-05 allocation),8,hr,155.00,1240.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-02 8h) + Professional_Staff_Rates.csv R-02 (155/hr),MED,Per LOE allocation
DEL-018-05::DL-014C,EST_DEL-018-05_2026-02-27_0855,NO,DL-014C,ITM-014,MANAGEMENT,PKG-018,DEL-018-05,Site Superintendent (DEL-018-05 allocation),10,hr,145.00,1450.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-03 10h) + Professional_Staff_Rates.csv R-03 (145/hr),MED,Per LOE allocation
DEL-018-05::DL-014D,EST_DEL-018-05_2026-02-27_0855,NO,DL-014D,ITM-014,MANAGEMENT,PKG-018,DEL-018-05,Cost Estimator (DEL-018-05 allocation),4,hr,135.00,540.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-08 4h) + Professional_Staff_Rates.csv R-08 (135/hr),MED,Per LOE allocation
DEL-018-05::DL-014E,EST_DEL-018-05_2026-02-27_0855,NO,DL-014E,ITM-014,MANAGEMENT,PKG-018,DEL-018-05,QA/QC Lead (DEL-018-05 allocation),6,hr,135.00,810.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-06 6h) + Professional_Staff_Rates.csv R-06 (135/hr),MED,Per LOE allocation
DEL-018-05::DL-014F,EST_DEL-018-05_2026-02-27_0855,NO,DL-014F,ITM-014,MANAGEMENT,PKG-018,DEL-018-05,HSE Manager (DEL-018-05 allocation),4,hr,140.00,560.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-018-05 R-05 4h) + Professional_Staff_Rates.csv R-05 (140/hr),MED,Per LOE allocation
DEL-018-05::DL-015,EST_DEL-018-05_2026-02-27_0855,NO,DL-015,ITM-015,LABOUR,PKG-018,DEL-018-05,Construction labour — Equipment Operator,24,hr,88.00,2112.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-07 (FullyBurdenedRate=88.0/hr),MED,Excavation and grading operations
DEL-018-05::DL-016,EST_DEL-018-05_2026-02-27_0855,NO,DL-016,ITM-016,LABOUR,PKG-018,DEL-018-05,Construction labour — Concrete Finisher,16,hr,77.50,1240.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-02 (FullyBurdenedRate=77.5/hr),MED,Sump base/connections concrete work
DEL-018-05::DL-017,EST_DEL-018-05_2026-02-27_0855,NO,DL-017,ITM-017,LABOUR,PKG-018,DEL-018-05,Construction labour — Plumber,24,hr,92.80,2227.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-05 (FullyBurdenedRate=92.8/hr),MED,Floor drain and pipe installation
DEL-018-05::DL-018,EST_DEL-018-05_2026-02-27_0855,NO,DL-018,ITM-018,LABOUR,PKG-018,DEL-018-05,Construction labour — Labourer (general support),24,hr,65.10,1562.40,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 (FullyBurdenedRate=65.1/hr),MED,Hand work; backfill; compaction; cleanup
DEL-018-05::DL-019,EST_DEL-018-05_2026-02-27_0855,NO,DL-019,ITM-019,CONTINGENCY,PKG-018,DEL-018-05,Cold-weather construction allowance,1,LS,3500.00,3500.00,CAD,ALLOWANCE,ASSUMPTION: parametric allowance for winter measures per Procedure CW-1 to CW-4; Alberta conditions,LOW,Heated enclosures; insulated forms; extended curing
DEL-018-05::DL-020,EST_DEL-018-05_2026-02-27_0855,NO,DL-020,ITM-020,REGULATORY,PKG-018,DEL-018-05,Environmental regulatory scoping allowance (ENV-PERMIT-001),1,LS,2500.00,2500.00,CAD,ALLOWANCE,ASSUMPTION: allowance for AEPA regulatory inquiry + permit fees if required; per Guidance CF-002,LOW,Permit status conditional/TBD
DEL-018-05::DL-021,EST_DEL-018-05_2026-02-27_0855,NO,DL-021,ITM-021,MANAGEMENT,PKG-018,DEL-018-05,Scope boundary coordination — CF-001 documentation,1,LS,500.00,500.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for formal scope boundary letter; PM time ~3 hrs,LOW,Per Guidance CF-001 / Procedure Step 1.3
DEL-018-06::DL-001,EST_DEL-018-06_2026-02-27_0930,NO,DL-001,ITM-001,Professional Services,PKG-018,DEL-018-06,Project Manager — supervision and coordination,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-018-06/R-01,MED,
DEL-018-06::DL-002,EST_DEL-018-06_2026-02-27_0930,NO,DL-002,ITM-002,Professional Services,PKG-018,DEL-018-06,Construction Project Manager — field coordination,8,hr,155,1240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv DEL-018-06/R-02,MED,
DEL-018-06::DL-003,EST_DEL-018-06_2026-02-27_0930,NO,DL-003,ITM-003,Professional Services,PKG-018,DEL-018-06,Site Superintendent — field supervision,10,hr,145,1450,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03 + Level_of_Effort.csv DEL-018-06/R-03,MED,
DEL-018-06::DL-004,EST_DEL-018-06_2026-02-27_0930,NO,DL-004,ITM-004,Professional Services,PKG-018,DEL-018-06,Cost Estimator — estimate support,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-018-06/R-08,MED,
DEL-018-06::DL-005,EST_DEL-018-06_2026-02-27_0930,NO,DL-005,ITM-005,Professional Services,PKG-018,DEL-018-06,QA/QC Lead — quality oversight,6,hr,135,810,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-06 + Level_of_Effort.csv DEL-018-06/R-06,MED,
DEL-018-06::DL-006,EST_DEL-018-06_2026-02-27_0930,NO,DL-006,ITM-006,Professional Services,PKG-018,DEL-018-06,HSE Manager — safety oversight,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-05 + Level_of_Effort.csv DEL-018-06/R-05,MED,
DEL-018-06::DL-007,EST_DEL-018-06_2026-02-27_0930,NO,DL-007,ITM-007,Utility — Natural Gas,PKG-018,DEL-018-06,Natural gas service tie-in — provider coordination and execution (SOW-0080),1,LS,25000,25000,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for rural AB gas service connection (provider fees + piping + metering + testing). No direct quote available.,LOW,Includes provider application fees and gas meter set. Excludes gas main extension (if required — see Risk_Register.md). TBD distances.
DEL-018-06::DL-008,EST_DEL-018-06_2026-02-27_0930,NO,DL-008,ITM-008,Utility — Electrical,PKG-018,DEL-018-06,Electrical service tie-in — three-phase power connection (SOW-0081),1,LS,45000,45000,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for rural AB three-phase electrical service (provider coordination + service entrance + metering + transformer pad). Transformer ownership TBD per REQ-02.9.,LOW,Assumes utility-owned transformer. If customer-owned add $30000-$80000. TBD distances and transformer ownership.
DEL-018-06::DL-009,EST_DEL-018-06_2026-02-27_0930,NO,DL-009,ITM-009,Utility — Communications,PKG-018,DEL-018-06,Communication lines tie-in — conduit and cabling for radio antenna and telecom (SOW-0082),1,LS,8000,8000,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for rural AB telecom service connection (conduit from demarcation to building + provider coordination).,LOW,Minimal scope — antenna wiring conduit and basic telecom. Additional services TBD.
