Execution,DeliverableID,DeliverableName,RoleID,Role,EstimatedHours,Basis,Notes
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-05,HSE Manager,4,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-09,Document Controller,12,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-01,Building Systems Commissioning,R-23,Commissioning Agent,30,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-01,Project Manager,6,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-02,Construction Project Manager,8,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-03,Site Superintendent,10,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-08,Cost Estimator,4,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-06,QA/QC Lead,6,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-05,HSE Manager,4,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-09,Document Controller,12,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-02,Final Inspection & CCC,R-23,Commissioning Agent,30,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-01,Project Manager,6,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-02,Construction Project Manager,8,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-03,Site Superintendent,10,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-08,Cost Estimator,4,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-06,QA/QC Lead,6,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-05,HSE Manager,4,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-09,Document Controller,12,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-020-03,Closeout Documentation,R-23,Commissioning Agent,30,PARAMETRIC,PKG-020 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-01,Project Manager,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-02,Construction Project Manager,8,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-03,Site Superintendent,10,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-25,Contract Administrator,16,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-08,Cost Estimator,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-06,QA/QC Lead,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-05,HSE Manager,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-01,Bid Security Package,R-09,Document Controller,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-01,Project Manager,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-02,Construction Project Manager,8,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-03,Site Superintendent,10,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-25,Contract Administrator,16,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-08,Cost Estimator,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-06,QA/QC Lead,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-05,HSE Manager,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-02,Performance & Payment Bonds,R-09,Document Controller,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-01,Project Manager,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-02,Construction Project Manager,8,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-03,Site Superintendent,10,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-25,Contract Administrator,16,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-08,Cost Estimator,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-06,QA/QC Lead,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-05,HSE Manager,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-03,Insurance Package,R-09,Document Controller,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-01,Project Manager,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-02,Construction Project Manager,8,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-03,Site Superintendent,10,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-25,Contract Administrator,16,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-08,Cost Estimator,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-06,QA/QC Lead,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-05,HSE Manager,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-04,CCDC 14-2013 Contract Execution,R-09,Document Controller,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-01,Project Manager,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-02,Construction Project Manager,8,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-03,Site Superintendent,10,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-25,Contract Administrator,16,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-08,Cost Estimator,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-06,QA/QC Lead,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-05,HSE Manager,4,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-021-05,Guarantee Period Obligations,R-09,Document Controller,6,PARAMETRIC,PKG-021 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-01,Geotech Investigation,R-20,Geotechnical Engineer,60,PARAMETRIC,Program development (16) + field supervision (24) + analysis/review (20)
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-04,Code Compliance Register,R-06,QA/QC Lead,16,PARAMETRIC,Inspection coordination (8) + audit/KPI (4) + deficiency tracking (4)
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-04,Code Compliance Register,R-09,Document Controller,12,PARAMETRIC,Register filing (6) + compliance docs (4) + closeout summary (2)
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-04,Code Compliance Register,R-22,Permitting Specialist,20,PARAMETRIC,County coordination per inspection (~12 x 1hr) + code tracking (4) + regulatory (4)
AB-2026-01424-WDMLRL-2026-Claude,DEL-001-11,Architectural Specification,R-21,Surveyor,16,PARAMETRIC,Existing conditions survey of Old North Shop: field (8) + data processing (8)
